T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
30,287863,New Zealand Vs Sri Lanka 11Th Match Group C,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-15,T20,5,New Zealand,4380,164.0,7.0,13.0,8,Sri Lanka,6315,168.0,3.0,12.0,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,MR Benson,BC Broad,New Zealand,bat,Sri Lanka,Sri Lanka won by 7 wickets (with 7 balls remaining),1988.0,"['10311', '10384', '35647', '44930', '9570', '5619', '9989', '4380', '10280', '15357', '9711']","['11334', '1988', '9587', '6315', '8197', '7419', '8203', '15522', '11271', '45105', '2166']",[]
31,287864,South Africa Vs Bangladesh 12Th Match Group A,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-15,T20,25,Bangladesh,24667,144.0,10.0,14.0,3,South Africa,10406,146.0,3.0,2.0,Newlands,Cape Town,South Africa,Asad Rauf,AL Hill,RS Madugalle,South Africa,bowl,South Africa,South Africa won by 7 wickets (with 7 balls remaining),47289.0,"['48391', '45156', '45558', '24667', '48277', '35501', '24672', '48384', '47986', '45159', '45573']","['10406', '45222', '9505', '46533', '6335', '3947', '2228', '4130', '46935', '4073', '47289']",['45222']
32,287865,India Vs New Zealand 13Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-16,T20,5,New Zealand,4380,190.0,10.0,10.0,6,India,7593,180.0,9.0,4.0,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,NJ Llong,BC Broad,India,bowl,New Zealand,New Zealand won by 10 runs,4380.0,"['10311', '10384', '35647', '44930', '9570', '5619', '9989', '4380', '10280', '15357', '11922']","['7773', '7781', '8742', '7593', '7716', '8813', '11399', '7129', '7139', '12020', '47123']",[]
33,287866,Australia Vs Bangladesh 14Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-16,T20,25,Bangladesh,24667,123.0,8.0,19.0,2,Australia,2230,124.0,1.0,2.0,Newlands,Cape Town,South Africa,Asad Rauf,IL Howell,RS Madugalle,Australia,bowl,Australia,Australia won by 9 wickets (with 37 balls remaining),5966.0,"['48391', '45156', '45558', '24667', '48277', '24672', '35501', '48384', '47986', '45159', '45573']","['4176', '2119', '2230', '4382', '6256', '6253', '8876', '5966', '10130', '7445', '6973']",[]
34,287867,South Africa Vs England 15Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-16,T20,3,South Africa,10406,154.0,8.0,9.0,1,England,2314,135.0,7.0,7.0,Newlands,Cape Town,South Africa,Asad Rauf,AL Hill,RS Madugalle,England,bowl,South Africa,South Africa won by 19 runs,9505.0,"['10406', '45222', '46533', '6335', '3947', '2228', '9505', '46935', '4130', '47289', '4073']","['44660', '11120', '8107', '2314', '6377', '4271', '4660', '6769', '7184', '48440', '10829']",['4660']
35,287868,Pakistan Vs Sri Lanka 16Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-17,T20,7,Pakistan,8270,189.0,6.0,9.0,8,Sri Lanka,6315,156.0,9.0,16.0,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,NJ Llong,BC Broad,Sri Lanka,bowl,Pakistan,Pakistan won by 33 runs,10439.0,"['11647', '8177', '19647', '10439', '8270', '4169', '9257', '19596', '19627', '44908', '48128']","['11334', '1988', '9587', '6315', '8197', '7419', '8203', '15522', '2166', '45105', '11271']",[]
36,287869,England Vs New Zealand 17Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-18,T20,5,New Zealand,4380,164.0,9.0,7.0,1,England,2314,159.0,8.0,1.0,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,MJ Procter,England,bowl,New Zealand,New Zealand won by 5 runs,5619.0,"['10311', '10384', '35647', '44930', '9570', '5619', '9989', '4380', '10280', '15357', '9711']","['4528', '4661', '8107', '2314', '6377', '4271', '44660', '6769', '7184', '48440', '10829']",[]
37,287870,Australia Vs Pakistan 18Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-18,T20,2,Australia,2230,164.0,7.0,7.0,7,Pakistan,8270,165.0,4.0,7.0,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,NJ Llong,BC Broad,Pakistan,bowl,Pakistan,Pakistan won by 6 wickets (with 5 balls remaining),19596.0,"['4176', '2119', '2230', '4382', '6256', '6253', '8876', '5966', '10130', '7445', '6973']","['8177', '19647', '11647', '10439', '8270', '19596', '4169', '9257', '19627', '44908', '48128']",[]
38,287871,Bangladesh Vs Sri Lanka 19Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-18,T20,8,Sri Lanka,6315,147.0,5.0,10.0,25,Bangladesh,24667,83.0,10.0,1.0,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,MR Benson,BC Broad,Bangladesh,bowl,Sri Lanka,Sri Lanka won by 64 runs,11271.0,"['11334', '1988', '9587', '6315', '8197', '7419', '8203', '11374', '2166', '11271', '45105']","['48391', '45156', '45558', '24667', '48277', '46505', '47352', '24672', '47986', '45159', '45573']",[]
39,287872,South Africa Vs New Zealand 20Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-19,T20,5,New Zealand,4380,153.0,8.0,8.0,3,South Africa,10406,158.0,4.0,8.0,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,South Africa,bowl,South Africa,South Africa won by 6 wickets (with 5 balls remaining),6335.0,"['10311', '10384', '44930', '9570', '5619', '9989', '10386', '4380', '10280', '15357', '9711']","['10406', '2347', '46533', '6335', '3947', '2228', '46935', '9505', '4130', '47289', '6343']",['10386']
40,287873,England Vs India 21St Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-19,T20,6,India,7593,218.0,4.0,18.0,1,England,2314,200.0,6.0,16.0,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,India,bat,India,India won by 18 runs,7716.0,"['7773', '7781', '8742', '7593', '7716', '11399', '48405', '7139', '45592', '12020', '47123']","['4528', '4661', '8107', '2314', '6377', '4271', '44660', '6769', '10851', '48440', '10829']","['10851', '45592', '48405']"
41,287874,Australia Vs Sri Lanka 22Nd Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-20,T20,8,Sri Lanka,6315,101.0,10.0,4.0,2,Australia,4176,102.0,0.0,13.0,Newlands,Cape Town,South Africa,Asad Rauf,IL Howell,RS Madugalle,Australia,bowl,Australia,Australia won by 10 wickets (with 58 balls remaining),6973.0,"['11334', '1988', '9587', '6315', '8197', '7419', '8203', '11374', '2166', '45105', '11271']","['4176', '2119', '6253', '4382', '6256', '8876', '10125', '5966', '10130', '7445', '6973']",[]
42,287875,Bangladesh Vs Pakistan 23Rd Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-20,T20,25,Bangladesh,24667,140.0,10.0,14.0,7,Pakistan,8270,141.0,6.0,5.0,Newlands,Cape Town,South Africa,IL Howell,AL Hill,MJ Procter,Pakistan,bowl,Pakistan,Pakistan won by 4 wickets (with 6 balls remaining),47218.0,"['48391', '47218', '45558', '24667', '48277', '46505', '47352', '24672', '47986', '45159', '45573']","['8177', '4169', '19647', '11647', '10439', '8270', '19596', '9257', '19627', '44908', '48128']","['47218', '47218']"
43,287876,South Africa Vs India 24Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-20,T20,6,India,7593,153.0,5.0,13.0,3,South Africa,10406,116.0,9.0,24.0,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,India,bat,India,India won by 37 runs,48405.0,"['7773', '7781', '8813', '8742', '48405', '7593', '11399', '7139', '45592', '12020', '47123']","['2347', '10406', '46533', '6335', '3947', '2228', '9505', '46935', '4130', '47289', '4073']",[]
44,287877,New Zealand Vs Pakistan 1St Semi Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-22,T20,5,New Zealand,4380,143.0,8.0,6.0,7,Pakistan,8270,147.0,4.0,4.0,Newlands,Cape Town,South Africa,DJ Harper,SJA Taufel,MJ Procter,New Zealand,bat,Pakistan,Pakistan won by 6 wickets (with 7 balls remaining),44908.0,"['10311', '10384', '9570', '35647', '44930', '5619', '9989', '4380', '10280', '11922', '15357']","['19647', '8177', '10439', '8270', '4169', '19596', '47099', '9257', '48128', '44908', '19627']",[]
45,287878,Australia Vs India 2Nd Semi Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-22,T20,6,India,7593,188.0,5.0,7.0,2,Australia,4176,173.0,7.0,8.0,Kingsmead,Durban,South Africa,Asad Rauf,MR Benson,BC Broad,India,bat,India,India won by 15 runs,7716.0,"['7773', '7781', '8742', '7716', '7593', '48405', '11399', '7139', '45592', '12020', '47123']","['4176', '2119', '6253', '4382', '6256', '8876', '6426', '5966', '10130', '7445', '6973']",[]
46,287879,India Vs Pakistan Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),2007-09-24,T20,6,India,7593,157.0,5.0,6.0,7,Pakistan,8270,152.0,10.0,12.0,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,SJA Taufel,RS Madugalle,India,bat,India,India won by 5 runs,11399.0,"['7773', '15473', '8742', '7716', '7593', '48405', '11399', '7139', '45592', '12020', '47123']","['19647', '8177', '9257', '10439', '8270', '19596', '4169', '10394', '48128', '44908', '19627']",['15473']
47,297800,India Vs Australia Only T20I,297426,Australia tour of India  - 2007 (2007/08),2007-10-20,T20,2,Australia,2230,166.0,5.0,9.0,6,India,7593,167.0,3.0,24.0,Brabourne Stadium,Mumbai,India,AM Saheba,SL Shastri,BC Broad,Australia,bat,India,India won by 7 wickets (with 11 balls remaining),7773.0,"['4176', '2119', '2230', '4382', '6253', '8876', '6426', '5966', '44865', '7445', '6973']","['7773', '7781', '8742', '7716', '7593', '48405', '11399', '7136', '7139', '47123', '12020']",['7136']
48,298795,South Africa Vs New Zealand Only T20I,298789,New Zealand tour of South Africa  - 2007 (2007/08),2007-11-23,T20,5,New Zealand,4380,129.0,7.0,9.0,3,South Africa,10406,131.0,7.0,5.0,New Wanderers Stadium,Johannesburg,South Africa,BG Jerling,IL Howell,J Srinath,South Africa,bowl,South Africa,South Africa won by 3 wickets (with 1 ball remaining),46533.0,"['10311', '10384', '10381', '44930', '9570', '9710', '4380', '10303', '15357', '11922', '9992']","['10406', '2232', '45222', '46533', '3947', '2228', '9505', '46935', '10401', '7540', '47154']","['47154', '9710', '10381']"
49,291343,Australia Vs New Zealand Only T20I,291341,New Zealand tour of Australia  - 2007 (2007/08),2007-12-11,T20,2,Australia,8876,186.0,6.0,4.0,5,New Zealand,4380,132.0,10.0,16.0,Western Australia Cricket Association Ground,Perth,Australia,PD Parker,SJ Davis,RS Mahanama,Australia,bat,Australia,Australia won by 54 runs,4382.0,"['4176', '8876', '6256', '4382', '12400', '49092', '8244', '5966', '7445', '10130', '17780']","['10311', '10384', '10381', '9570', '44930', '7410', '9989', '4380', '10303', '15357', '11922']","['12400', '8244', '49092', '17780']"
50,319112,South Africa Vs West Indies 1St T20I,298790,West Indies tour of Zimbabwe and South Africa  - 2007 (2007/08),2007-12-16,T20,3,South Africa,2228,58.0,8.0,13.0,4,West Indies,45257,60.0,5.0,2.0,St George's Park,Gqeberha,South Africa,BG Jerling,IL Howell,RS Madugalle,West Indies,bowl,West Indies,West Indies won by 5 wickets (with 19 balls remaining),46591.0,"['6354', '2347', '45222', '46533', '6323', '2228', '9505', '46935', '10401', '47154', '4073']","['10230', '10494', '10460', '2120', '10238', '45257', '47111', '44829', '46591', '17837', '45774']","['10230', '10230', '6323']"
51,298804,South Africa Vs West Indies 2Nd T20I,298790,West Indies tour of Zimbabwe and South Africa  - 2007 (2007/08),2008-01-18,T20,4,West Indies,45257,131.0,7.0,29.0,3,South Africa,10406,134.0,6.0,8.0,New Wanderers Stadium,Johannesburg,South Africa,BG Jerling,RE Koertzen,J Srinath,South Africa,bowl,South Africa,South Africa won by 4 wickets (with 4 balls remaining),2228.0,"['10494', '47111', '10238', '2120', '10460', '45257', '5330', '44829', '46591', '45258', '45774']","['2347', '10406', '46533', '45222', '7541', '3947', '2228', '9505', '47289', '10401', '4073']","['7541', '5330']"
53,300435,New Zealand Vs England 1St T20I,300418,England tour of New Zealand  - 2008 (2007/08),2008-02-05,T20,1,England,2314,184.0,8.0,2.0,5,New Zealand,10384,152.0,10.0,23.0,Eden Park,Auckland,New Zealand,BF Bowden,GAV Baxter,AG Hurst,New Zealand,bowl,England,England won by 32 runs,6769.0,"['11556', '44660', '8107', '7822', '2314', '6377', '6769', '7013', '48440', '4647', '10829']","['44946', '10384', '44930', '10381', '9570', '35647', '9989', '10303', '49108', '11922', '9711']","['7013', '44946', '11556', '49108']"
55,343764,Pakistan Vs Bangladesh Only T20I,343758,Bangladesh tour of Pakistan  - 2008 (2007/08),2008-04-20,T20,7,Pakistan,8270,203.0,5.0,7.0,25,Bangladesh,24667,101.0,10.0,12.0,National Stadium,Karachi,Pakistan,Nadeem Ghauri,Zameer Haider,MJ Procter,Pakistan,bat,Pakistan,Pakistan won by 102 runs,19596.0,"['11647', '9257', '10439', '19596', '8270', '4169', '47099', '48128', '24723', '44908', '45295']","['48391', '45156', '24667', '45558', '48277', '48384', '47193', '47352', '24672', '45159', '47353']","['47193', '47193', '45295', '24723']"
56,296903,England Vs New Zealand Only T20I,296894,New Zealand tour of England and Scotland  - 2008 (2008),2008-06-13,T20,5,New Zealand,4380,123.0,9.0,2.0,1,England,2314,127.0,1.0,1.0,Old Trafford,Manchester,England,IJ Gould,PJ Hartley,J Srinath,England,bowl,England,England won by 9 wickets (with 15 balls remaining),7822.0,"['10381', '10384', '9634', '44930', '9570', '35647', '47488', '4380', '10303', '9992', '15357']","['7822', '44660', '8107', '2314', '44691', '6377', '6769', '34688', '7013', '48440', '10829']","['44691', '34688']"
57,319142,West Indies Vs Australia Only T20I,319126,Australia tour of West Indies  - 2008 (2008),2008-06-20,T20,2,Australia,2230,97.0,3.0,5.0,4,West Indies,45257,102.0,3.0,15.0,Kensington Oval,Bridgetown,West Indies,BR Doctrove,CR Duncan,RS Mahanama,West Indies,bowl,West Indies,West Indies won by 7 wickets (with 11 balls remaining),47107.0,"['10129', '17850', '10125', '11984', '12049', '2230', '8876', '6256', '5966', '10130', '9235']","['47107', '49038', '47111', '45257', '47602', '49040', '44829', '10506', '49034', '45774', '46591']","['47602', '49034', '49034', '49040', '17850', '10129', '10506', '49038', '47107']"
58,354453,Kenya Vs Netherlands 1St Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-02,T20,15,Netherlands,4192,153.0,5.0,17.0,26,Kenya,2265,134.0,9.0,5.0,Civil Service Cricket Club,Belfast,Ireland,DB Hair,PK Baldwin,BC Broad,Kenya,bowl,Netherlands,Netherlands won by 19 runs,45358.0,"['10323', '48655', '45358', '6365', '45001', '6362', '49443', '6368', '5694', '4192', '48503']","['10364', '2264', '51509', '2265', '2268', '47212', '21463', '8207', '9228', '4171', '49761']","['6365', '10323', '10323', '5694', '5694', '48655', '48655', '6368', '6368', '4192', '4192', '2264', '2264', '49443', '49443', '45001', '45001', '48503', '48503', '47212', '47212', '45358', '6362', '6362']"
59,354454,Ireland Vs Scotland 2Nd Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-02,T20,30,Scotland,45548,117.0,10.0,11.0,29,Ireland,47403,118.0,6.0,13.0,Civil Service Cricket Club,Belfast,Ireland,NG Bagh,Sarika Prasad,BC Broad,Scotland,bat,Ireland,Ireland won by 4 wickets (with 1 ball remaining),6325.0,"['4334', '45548', '46048', '8221', '48469', '44588', '8224', '52063', '4968', '50788', '47873']","['47403', '47401', '10351', '6325', '47397', '8228', '10342', '52606', '51559', '4346', '52609']","['51559', '6325', '10342', '47401', '50788', '50788', '52063', '52063', '8224', '47397', '47397', '46048', '4346', '10351', '52609', '52606', '48469', '48469', '8228', '47403']"
79,366708,New Zealand Vs West Indies 2Nd T20I,366702,West Indies tour of New Zealand  - 2008 (2008/09),2008-12-28,T20,5,New Zealand,4380,191.0,9.0,21.0,4,West Indies,7568,155.0,7.0,5.0,Seddon Park,Hamilton,New Zealand,EA Watkin,GAV Baxter,J Srinath,New Zealand,bat,New Zealand,New Zealand won by 36 runs,44946.0,"['44946', '10384', '44930', '9989', '47488', '9639', '4380', '10303', '18985', '49108', '11922']","['7568', '6405', '47107', '2120', '47438', '49040', '47111', '46591', '10506', '45774', '46585']",['18985']
60,354455,Canada Vs Netherlands 3Rd Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-02,T20,15,Netherlands,4192,97.0,10.0,8.0,17,Canada,21461,99.0,6.0,3.0,Civil Service Cricket Club,Belfast,Ireland,DB Hair,NG Bagh,BC Broad,Netherlands,bat,Canada,Canada won by 4 wickets (with 3 balls remaining),57210.0,"['10323', '48655', '6365', '6362', '45358', '45001', '6368', '49443', '5694', '4192', '48503']","['44936', '5712', '46191', '10333', '10334', '21252', '21461', '47129', '57210', '21275', '48590']","['46191', '46191', '10333', '10333', '21275', '21275', '44936', '57210', '57210', '48590', '48590', '5712', '5712', '47129', '47129', '21461', '21461', '21252', '21252', '10334', '10334']"
61,354456,Bermuda Vs Scotland 4Th Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-03,T20,12,Bermuda,21440,99.0,7.0,8.0,30,Scotland,45548,100.0,2.0,9.0,Civil Service Cricket Club,Belfast,Ireland,NG Bagh,Sarika Prasad,BC Broad,Scotland,bowl,Scotland,Scotland won by 8 wickets (with 14 balls remaining),47873.0,"['10330', '10331', '2338', '48700', '10332', '21440', '48008', '50292', '49493', '49648', '36506']","['8225', '45548', '46142', '8221', '4334', '44588', '48469', '8224', '52063', '4968', '47873']","['10330', '10330', '2338', '36506', '49493', '21440', '48700', '48008', '48008', '10331', '50292', '50292', '49648', '49648', '10332', '10332']"
62,354457,Canada Vs Kenya 5Th Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-03,T20,17,Canada,21461,91.0,10.0,10.0,26,Kenya,2265,92.0,6.0,6.0,Civil Service Cricket Club,Belfast,Ireland,DB Hair,PK Baldwin,BC Broad,Canada,bat,Kenya,Kenya won by 4 wickets (with 13 balls remaining),2264.0,"['5712', '44936', '46191', '10333', '10334', '21252', '47129', '21461', '57210', '21275', '48590']","['10364', '2264', '49383', '2265', '2268', '8207', '47212', '51509', '9228', '4171', '49761']",[]
63,354458,Ireland Vs Bermuda 6Th Match,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-03,T20,29,Ireland,47403,43.0,7.0,8.0,12,Bermuda,21440,41.0,8.0,4.0,Civil Service Cricket Club,Belfast,Ireland,PK Baldwin,Sarika Prasad,BC Broad,Ireland,bat,Ireland,Ireland won by 4 runs (D/L method),52609.0,"['47403', '10351', '47397', '6325', '47401', '10342', '51559', '8228', '52606', '4346', '52609']","['10330', '2338', '10332', '48700', '10331', '21440', '48008', '49493', '50292', '49648', '36506']",[]
64,361530,Ireland Vs Kenya 1St Semi Final,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-04,T20,26,Kenya,2265,67.0,10.0,12.0,29,Ireland,47403,72.0,6.0,11.0,Civil Service Cricket Club,Belfast,Ireland,DB Hair,Sarika Prasad,BC Broad,Ireland,bowl,Ireland,Ireland won by 4 wickets (with 5 balls remaining),6325.0,"['10364', '2264', '49383', '2265', '51509', '2268', '47212', '8207', '4171', '9228', '49761']","['47403', '47401', '10351', '6325', '10342', '51559', '47397', '8228', '52606', '4346', '52609']",[]
67,354460,Bermuda Vs Canada 5Th Place Playoff,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-05,T20,12,Bermuda,50292,70.0,10.0,11.0,17,Canada,21461,71.0,2.0,6.0,Civil Service Cricket Club,Belfast,Ireland,NG Bagh,Sarika Prasad,BC Broad,Canada,bowl,Canada,Canada won by 8 wickets (with 57 balls remaining),46557.0,"['10330', '10331', '51176', '10332', '48700', '49493', '48008', '50292', '49648', '52909', '52911']","['47428', '5712', '44936', '10333', '10334', '21252', '21461', '46191', '57210', '46557', '48590']","['52909', '52909', '47428', '47428', '51176', '51176', '46557', '46557', '52911', '52911']"
68,354461,Ireland Vs Netherlands Final,353665,"ICC World Twenty20 Qualifier Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Ireland - 2008 (2008)",2008-08-05,T20,15,Netherlands,4192,,,,29,Ireland,47403,,,,Civil Service Cricket Club,Belfast,Ireland,DB Hair,PK Baldwin,BC Broad,Ireland,bowl,,No result (abandoned with a toss),,"['10323', '48655', '6362', '6365', '45001', '49443', '45412', '6368', '5694', '4192', '52805']","['47403', '47401', '10351', '6325', '10342', '51559', '47397', '8228', '52606', '4346', '52609']","['45412', '45412', '52805', '52805']"
